ID,Date,State,City,Gender,Age Group
3040714,31-Dec-15,California,Compton,male,N/A
3040714,31-Dec-15,California,Compton,female,Adult 18+
757693,31-Dec-15,Louisiana,Ragley,male,Adult 18+
493594,31-Dec-15,Ohio,Akron,female,Teen 12-17
493594,31-Dec-15,Ohio,Akron,male,Teen 12-17
483306,31-Dec-15,Missouri,Kansas City,male,Adult 18+
483306,31-Dec-15,Missouri,Kansas City,male,N/A
481372,31-Dec-15,Florida,West Park,male,Adult 18+
481372,31-Dec-15,Florida,West Park,male,Adult 18+
480589,31-Dec-15,New York,Manhattan,male,Adult 18+
480589,31-Dec-15,New York,Manhattan,male,Adult 18+
480589,31-Dec-15,New York,Manhattan,male,Adult 18+
479216,31-Dec-15,Georgia,Winterville,male,Adult 18+
479216,31-Dec-15,Georgia,Winterville,male,Adult 18+
479132,31-Dec-15,Alabama,Selma,male,Adult 18+
479130,31-Dec-15,Alabama,Selma,female,Adult 18+
478425,31-Dec-15,California,Wasco,male,Adult 18+
478151,31-Dec-15,Texas,Corpus Christi,male,Adult 18+
478095,31-Dec-15,Texas,San Antonio,male,Adult 18+
478095,31-Dec-15,Texas,San Antonio,male,Adult 18+
478095,31-Dec-15,Texas,San Antonio,female,Adult 18+
477966,31-Dec-15,Illinois,East Saint Louis,male,Teen 12-17
477916,31-Dec-15,Ohio,Cleveland,male,Adult 18+
477738,31-Dec-15,South Carolina,Myrtle Beach,female,Adult 18+
477545,31-Dec-15,North Carolina,Elizabeth City,male,Adult 18+
477545,31-Dec-15,North Carolina,Elizabeth City,male,Adult 18+
477490,31-Dec-15,North Carolina,Mount Holly,male,Adult 18+
477422,31-Dec-15,Kansas,Topeka,N/A,N/A
477420,31-Dec-15,Kansas,Topeka,male,N/A
477400,31-Dec-15,Colorado,Denver,N/A,N/A
477311,31-Dec-15,California,Santa Ana,male,Adult 18+
477262,31-Dec-15,Pennsylvania,Collingdale,male,Adult 18+
477262,31-Dec-15,Pennsylvania,Collingdale,male,Adult 18+
477262,31-Dec-15,Pennsylvania,Collingdale,male,Adult 18+
477054,31-Dec-15,Wisconsin,Milwaukee,male,Adult 18+
476998,31-Dec-15,Massachusetts,Worcester,male,Adult 18+
476987,31-Dec-15,North Carolina,Durham,female,Adult 18+
476987,31-Dec-15,North Carolina,Durham,male,N/A
476966,31-Dec-15,North Carolina,Charlotte,N/A,N/A
476966,31-Dec-15,North Carolina,Charlotte,N/A,N/A
476953,31-Dec-15,Arkansas,Crossett,male,Adult 18+
476927,31-Dec-15,Louisiana,New Orleans,male,Adult 18+
476927,31-Dec-15,Louisiana,New Orleans,male,Adult 18+
476927,31-Dec-15,Louisiana,New Orleans,male,Adult 18+
476886,31-Dec-15,Iowa,Des Moines,male,Teen 12-17
476886,31-Dec-15,Iowa,Des Moines,male,Teen 12-17
476872,31-Dec-15,Indiana,Merrillville,male,Adult 18+
476872,31-Dec-15,Indiana,Merrillville,male,Adult 18+
476872,31-Dec-15,Indiana,Merrillville,male,Adult 18+
476866,31-Dec-15,Florida,Wildwood,N/A,Adult 18+
476866,31-Dec-15,Florida,Wildwood,N/A,Adult 18+
476866,31-Dec-15,Florida,Wildwood,male,Adult 18+
476814,31-Dec-15,Florida,Palm Beach,male,Adult 18+
476809,31-Dec-15,Washington,Woodland,male,Adult 18+
476809,31-Dec-15,Washington,Woodland,male,Adult 18+
476809,31-Dec-15,Washington,Woodland,male,Adult 18+
476807,31-Dec-15,California,San Francisco,male,Adult 18+
476760,31-Dec-15,Maryland,Lansdowne,male,Adult 18+
476740,31-Dec-15,South Carolina,Gaffney,male,Adult 18+
476735,31-Dec-15,Georgia,Columbus,male,Adult 18+
476735,31-Dec-15,Georgia,Columbus,male,Adult 18+
476696,31-Dec-15,Georgia,Atlanta,male,Adult 18+
476686,31-Dec-15,California,Salinas,male,Adult 18+
476686,31-Dec-15,California,Salinas,N/A,N/A
476679,31-Dec-15,California,Seaside,N/A,N/A
476679,31-Dec-15,California,Seaside,male,N/A
476623,31-Dec-15,New York,Brooklyn,male,Adult 18+
476623,31-Dec-15,New York,Brooklyn,female,Teen 12-17
476619,31-Dec-15,New York,Rochester,male,Adult 18+
476607,31-Dec-15,New York,Malverne,male,Adult 18+
476578,31-Dec-15,Florida,Saint Petersburg,female,Teen 12-17
476566,31-Dec-15,Virginia,Newport News,female,Adult 18+
476542,31-Dec-15,California,Oakland,male,N/A
476542,31-Dec-15,California,Oakland,female,N/A
476527,31-Dec-15,Illinois,Chicago,male,Adult 18+
476519,31-Dec-15,Illinois,Chicago,male,Adult 18+
476509,31-Dec-15,Illinois,Chicago,male,Adult 18+
476507,31-Dec-15,Virginia,Richmond,male,Adult 18+
476507,31-Dec-15,Virginia,Richmond,N/A,N/A
476503,31-Dec-15,Illinois,Chicago,female,Adult 18+
476503,31-Dec-15,Illinois,Chicago,male,Adult 18+
476503,31-Dec-15,Illinois,Chicago,N/A,N/A
476499,31-Dec-15,Tennessee,Chattanooga,male,Adult 18+
476499,31-Dec-15,Tennessee,Chattanooga,male,Adult 18+
476492,31-Dec-15,New Jersey,Newark,male,Adult 18+
476492,31-Dec-15,New Jersey,Newark,male,Adult 18+
476490,31-Dec-15,Tennessee,Jackson,male,Adult 18+
476486,31-Dec-15,California,Burbank,male,Adult 18+
476486,31-Dec-15,California,Burbank,N/A,Child 0-11
476486,31-Dec-15,California,Burbank,N/A,Adult 18+
476482,31-Dec-15,Maryland,Baltimore,male,Adult 18+
476476,31-Dec-15,Florida,Daytona Beach,male,Teen 12-17
476476,31-Dec-15,Florida,Daytona Beach,male,Adult 18+
476476,31-Dec-15,Florida,Daytona Beach,female,Adult 18+
476473,31-Dec-15,California,Compton,male,Adult 18+
476473,31-Dec-15,California,Compton,male,Adult 18+
476473,31-Dec-15,California,Compton,male,Adult 18+
476445,31-Dec-15,Ohio,Zanesville,male,Adult 18+
476445,31-Dec-15,Ohio,Zanesville,male,Adult 18+
476445,31-Dec-15,Ohio,Zanesville,male,Adult 18+
476439,31-Dec-15,Pennsylvania,Pittsburgh,male,Adult 18+
476439,31-Dec-15,Pennsylvania,Pittsburgh,male,Adult 18+
476437,31-Dec-15,Ohio,Columbus,N/A,N/A
476430,31-Dec-15,Ohio,Port Clinton,male,N/A
476418,31-Dec-15,Mississippi,Yazoo City,male,Adult 18+
476418,31-Dec-15,Mississippi,Yazoo City,male,Adult 18+
476415,31-Dec-15,Mississippi,Jackson,male,Adult 18+
476415,31-Dec-15,Mississippi,Jackson,male,Adult 18+
476406,31-Dec-15,Ohio,Toledo,male,Adult 18+
476406,31-Dec-15,Ohio,Toledo,N/A,Adult 18+
476351,31-Dec-15,Massachusetts,New Bedford,male,Adult 18+
476351,31-Dec-15,Massachusetts,New Bedford,male,Adult 18+
476351,31-Dec-15,Massachusetts,New Bedford,male,Adult 18+
476345,31-Dec-15,Texas,Houston,male,Adult 18+
476343,31-Dec-15,New York,Jamaica,male,Teen 12-17
476338,31-Dec-15,California,Los Angeles,female,Adult 18+
476338,31-Dec-15,California,Los Angeles,female,Adult 18+
476338,31-Dec-15,California,Los Angeles,female,Adult 18+
476338,31-Dec-15,California,Los Angeles,male,Adult 18+
476338,31-Dec-15,California,Los Angeles,male,Adult 18+
476334,31-Dec-15,Alabama,Birmingham,male,Adult 18+
476321,31-Dec-15,Louisiana,New Orleans,male,Teen 12-17
476321,31-Dec-15,Louisiana,New Orleans,male,Adult 18+
476321,31-Dec-15,Louisiana,New Orleans,male,N/A
476321,31-Dec-15,Louisiana,New Orleans,male,N/A
476321,31-Dec-15,Louisiana,New Orleans,male,N/A
476321,31-Dec-15,Louisiana,New Orleans,male,Adult 18+
476299,31-Dec-15,Pennsylvania,Philadelphia,female,Adult 18+
476299,31-Dec-15,Pennsylvania,Philadelphia,female,Adult 18+
476299,31-Dec-15,Pennsylvania,Philadelphia,male,Adult 18+
476265,31-Dec-15,Texas,Arlington,male,Adult 18+
476265,31-Dec-15,Texas,Arlington,N/A,N/A
476265,31-Dec-15,Texas,Arlington,N/A,N/A
476230,31-Dec-15,Nevada,Las Vegas,male,Adult 18+
476225,31-Dec-15,Virginia,Richmond,male,Adult 18+
476195,31-Dec-15,District of Columbia,Washington,N/A,Adult 18+
476195,31-Dec-15,District of Columbia,Washington,N/A,N/A
476183,31-Dec-15,West Virginia,Charleston,male,Adult 18+
476183,31-Dec-15,West Virginia,Charleston,male,Adult 18+
476183,31-Dec-15,West Virginia,Charleston,male,Adult 18+
476174,31-Dec-15,New York,Buffalo,male,Adult 18+
476148,31-Dec-15,Tennessee,Madison,male,Adult 18+
476116,31-Dec-15,Texas,San Antonio,female,Adult 18+
476116,31-Dec-15,Texas,San Antonio,male,N/A
476083,31-Dec-15,Mississippi,Rolling Fork,male,Teen 12-17
476083,31-Dec-15,Mississippi,Rolling Fork,male,Adult 18+
476040,31-Dec-15,Pennsylvania,Philadelphia,female,Adult 18+
476040,31-Dec-15,Pennsylvania,Philadelphia,male,Adult 18+
476023,31-Dec-15,Pennsylvania,Philadelphia,male,Adult 18+
476012,31-Dec-15,Arizona,Chandler,male,Adult 18+
476012,31-Dec-15,Arizona,Chandler,male,Adult 18+
475994,31-Dec-15,Florida,Orlando,male,Adult 18+
475994,31-Dec-15,Florida,Orlando,male,Adult 18+
475982,31-Dec-15,Florida,Daytona Beach,male,Adult 18+
475982,31-Dec-15,Florida,Daytona Beach,male,Adult 18+
475982,31-Dec-15,Florida,Daytona Beach,male,Adult 18+
475982,31-Dec-15,Florida,Daytona Beach,male,Adult 18+
475982,31-Dec-15,Florida,Daytona Beach,male,N/A
475940,31-Dec-15,California,Long Beach,male,Adult 18+
475930,31-Dec-15,Kentucky,Lexington,male,Adult 18+
475882,31-Dec-15,Illinois,Chicago,male,Adult 18+
475877,31-Dec-15,Illinois,Chicago,male,Adult 18+
1437440,30-Dec-15,California,Middletown,male,Adult 18+
1437440,30-Dec-15,California,Middletown,female,Adult 18+
1437440,30-Dec-15,California,Middletown,male,Adult 18+
486784,30-Dec-15,New York,Bronx,male,Adult 18+
486784,30-Dec-15,New York,Bronx,male,Adult 18+
482517,30-Dec-15,Wyoming,Rawlins,male,Adult 18+
480916,30-Dec-15,Texas,Houston,male,Adult 18+
480916,30-Dec-15,Texas,Houston,male,Adult 18+
480916,30-Dec-15,Texas,Houston,male,Adult 18+
480916,30-Dec-15,Texas,Houston,male,Adult 18+
480916,30-Dec-15,Texas,Houston,N/A,N/A
480880,30-Dec-15,Alabama,Birmingham,male,Adult 18+
478826,30-Dec-15,Texas,Humble,male,Adult 18+
